# i, j, num-i, num-j, Delta-num-atoms
44, 32, 5, 6, 1
44, 33, 5, 7, 2
44, 34, 5, 7, 2
44, 35, 5, 7, 2
44, 36, 5, 9, 4
44, 37, 5, 9, 4
44, 38, 5, 3, 2
44, 39, 5, 4, 1
44, 40, 5, 5, 0
44, 41, 5, 6, 1
44, 42, 5, 6, 1
44, 43, 5, 5, 0
44, 44, 5, 5, 0
45, 0, 6, 2, 4
45, 1, 6, 3, 3
45, 2, 6, 4, 2
45, 3, 6, 5, 1
45, 4, 6, 6, 0
45, 5, 6, 7, 1
45, 6, 6, 8, 2
45, 7, 6, 9, 3
45, 8, 6, 10, 4
45, 9, 6, 4, 2
45, 10, 6, 5, 1
45, 11, 6, 6, 0
45, 12, 6, 7, 1
45, 13, 6, 8, 2
45, 14, 6, 9, 3
45, 15, 6, 10, 4
45, 16, 6, 6, 0
45, 17, 6, 7, 1
45, 18, 6, 8, 2
45, 19, 6, 9, 3
45, 20, 6, 10, 4
45, 21, 6, 8, 2
45, 22, 6, 9, 3
45, 23, 6, 10, 4
45, 24, 6, 10, 4
45, 25, 6, 5, 1
45, 26, 6, 6, 0
45, 27, 6, 7, 1
45, 28, 6, 5, 1
45, 29, 6, 6, 0
45, 30, 6, 7, 1
45, 31, 6, 6, 0
45, 32, 6, 6, 0
45, 33, 6, 7, 1
45, 34, 6, 7, 1
45, 35, 6, 7, 1
45, 36, 6, 9, 3
45, 37, 6, 9, 3
45, 38, 6, 3, 3
45, 39, 6, 4, 2
45, 40, 6, 5, 1
45, 41, 6, 6, 0
45, 42, 6, 6, 0
45, 43, 6, 5, 1
45, 44, 6, 5, 1
45, 45, 6, 6, 0
46, 0, 7, 2, 5
46, 1, 7, 3, 4
46, 2, 7, 4, 3
46, 3, 7, 5, 2
46, 4, 7, 6, 1
46, 5, 7, 7, 0
46, 6, 7, 8, 1
46, 7, 7, 9, 2
46, 8, 7, 10, 3
46, 9, 7, 4, 3
46, 10, 7, 5, 2
46, 11, 7, 6, 1
46, 12, 7, 7, 0
46, 13, 7, 8, 1
46, 14, 7, 9, 2
46, 15, 7, 10, 3
46, 16, 7, 6, 1
46, 17, 7, 7, 0
46, 18, 7, 8, 1
46, 19, 7, 9, 2
46, 20, 7, 10, 3
46, 21, 7, 8, 1
46, 22, 7, 9, 2
46, 23, 7, 10, 3
46, 24, 7, 10, 3
46, 25, 7, 5, 2
46, 26, 7, 6, 1
46, 27, 7, 7, 0
46, 28, 7, 5, 2
46, 29, 7, 6, 1
46, 30, 7, 7, 0
46, 31, 7, 6, 1
46, 32, 7, 6, 1
46, 33, 7, 7, 0
46, 34, 7, 7, 0
46, 35, 7, 7, 0
46, 36, 7, 9, 2
46, 37, 7, 9, 2
46, 38, 7, 3, 4
46, 39, 7, 4, 3
46, 40, 7, 5, 2
46, 41, 7, 6, 1
46, 42, 7, 6, 1
46, 43, 7, 5, 2
46, 44, 7, 5, 2
46, 45, 7, 6, 1
46, 46, 7, 7, 0
47, 0, 7, 2, 5
47, 1, 7, 3, 4
47, 2, 7, 4, 3
47, 3, 7, 5, 2
47, 4, 7, 6, 1
47, 5, 7, 7, 0
47, 6, 7, 8, 1
47, 7, 7, 9, 2
47, 8, 7, 10, 3
47, 9, 7, 4, 3
47, 10, 7, 5, 2
47, 11, 7, 6, 1
47, 12, 7, 7, 0
47, 13, 7, 8, 1
47, 14, 7, 9, 2
47, 15, 7, 10, 3
47, 16, 7, 6, 1
47, 17, 7, 7, 0
47, 18, 7, 8, 1
47, 19, 7, 9, 2
47, 20, 7, 10, 3
47, 21, 7, 8, 1
47, 22, 7, 9, 2
47, 23, 7, 10, 3
47, 24, 7, 10, 3
47, 25, 7, 5, 2
47, 26, 7, 6, 1
47, 27, 7, 7, 0
47, 28, 7, 5, 2
47, 29, 7, 6, 1
47, 30, 7, 7, 0
47, 31, 7, 6, 1
47, 32, 7, 6, 1
47, 33, 7, 7, 0
47, 34, 7, 7, 0
47, 35, 7, 7, 0
47, 36, 7, 9, 2
47, 37, 7, 9, 2
47, 38, 7, 3, 4
47, 39, 7, 4, 3
47, 40, 7, 5, 2
47, 41, 7, 6, 1
47, 42, 7, 6, 1
47, 43, 7, 5, 2
47, 44, 7, 5, 2
47, 45, 7, 6, 1
47, 46, 7, 7, 0
47, 47, 7, 7, 0
48, 0, 7, 2, 5
48, 1, 7, 3, 4
48, 2, 7, 4, 3
48, 3, 7, 5, 2
48, 4, 7, 6, 1
48, 5, 7, 7, 0
48, 6, 7, 8, 1
48, 7, 7, 9, 2
48, 8, 7, 10, 3
48, 9, 7, 4, 3
48, 10, 7, 5, 2
48, 11, 7, 6, 1
48, 12, 7, 7, 0
48, 13, 7, 8, 1
48, 14, 7, 9, 2
48, 15, 7, 10, 3
48, 16, 7, 6, 1
48, 17, 7, 7, 0
48, 18, 7, 8, 1
48, 19, 7, 9, 2
48, 20, 7, 10, 3
48, 21, 7, 8, 1
48, 22, 7, 9, 2
48, 23, 7, 10, 3
48, 24, 7, 10, 3
48, 25, 7, 5, 2
48, 26, 7, 6, 1
48, 27, 7, 7, 0
48, 28, 7, 5, 2
48, 29, 7, 6, 1
48, 30, 7, 7, 0
48, 31, 7, 6, 1
48, 32, 7, 6, 1
48, 33, 7, 7, 0
48, 34, 7, 7, 0
48, 35, 7, 7, 0
48, 36, 7, 9, 2
48, 37, 7, 9, 2
48, 38, 7, 3, 4
48, 39, 7, 4, 3
48, 40, 7, 5, 2
48, 41, 7, 6, 1
48, 42, 7, 6, 1
48, 43, 7, 5, 2
48, 44, 7, 5, 2
48, 45, 7, 6, 1
48, 46, 7, 7, 0
48, 47, 7, 7, 0
48, 48, 7, 7, 0
49, 0, 7, 2, 5
49, 1, 7, 3, 4
49, 2, 7, 4, 3
49, 3, 7, 5, 2
49, 4, 7, 6, 1
49, 5, 7, 7, 0
49, 6, 7, 8, 1
49, 7, 7, 9, 2
49, 8, 7, 10, 3
49, 9, 7, 4, 3
49, 10, 7, 5, 2
49, 11, 7, 6, 1
49, 12, 7, 7, 0
49, 13, 7, 8, 1
49, 14, 7, 9, 2
49, 15, 7, 10, 3
49, 16, 7, 6, 1
49, 17, 7, 7, 0
49, 18, 7, 8, 1
49, 19, 7, 9, 2
49, 20, 7, 10, 3
49, 21, 7, 8, 1
49, 22, 7, 9, 2
49, 23, 7, 10, 3
49, 24, 7, 10, 3
49, 25, 7, 5, 2
49, 26, 7, 6, 1
49, 27, 7, 7, 0
49, 28, 7, 5, 2
49, 29, 7, 6, 1
49, 30, 7, 7, 0
49, 31, 7, 6, 1
49, 32, 7, 6, 1
49, 33, 7, 7, 0
49, 34, 7, 7, 0
49, 35, 7, 7, 0
49, 36, 7, 9, 2
49, 37, 7, 9, 2
49, 38, 7, 3, 4
49, 39, 7, 4, 3
49, 40, 7, 5, 2
49, 41, 7, 6, 1
49, 42, 7, 6, 1
49, 43, 7, 5, 2
49, 44, 7, 5, 2
49, 45, 7, 6, 1
49, 46, 7, 7, 0
49, 47, 7, 7, 0
49, 48, 7, 7, 0
49, 49, 7, 7, 0
50, 0, 8, 2, 6
50, 1, 8, 3, 5
50, 2, 8, 4, 4
50, 3, 8, 5, 3
50, 4, 8, 6, 2
50, 5, 8, 7, 1
50, 6, 8, 8, 0
50, 7, 8, 9, 1
50, 8, 8, 10, 2
50, 9, 8, 4, 4
50, 10, 8, 5, 3
50, 11, 8, 6, 2
50, 12, 8, 7, 1
50, 13, 8, 8, 0
50, 14, 8, 9, 1
50, 15, 8, 10, 2
50, 16, 8, 6, 2
50, 17, 8, 7, 1
50, 18, 8, 8, 0
50, 19, 8, 9, 1
50, 20, 8, 10, 2
50, 21, 8, 8, 0
50, 22, 8, 9, 1
50, 23, 8, 10, 2
50, 24, 8, 10, 2
50, 25, 8, 5, 3
50, 26, 8, 6, 2
50, 27, 8, 7, 1
50, 28, 8, 5, 3
50, 29, 8, 6, 2
50, 30, 8, 7, 1
50, 31, 8, 6, 2
50, 32, 8, 6, 2
50, 33, 8, 7, 1
50, 34, 8, 7, 1
50, 35, 8, 7, 1
50, 36, 8, 9, 1
50, 37, 8, 9, 1
50, 38, 8, 3, 5
50, 39, 8, 4, 4
50, 40, 8, 5, 3
50, 41, 8, 6, 2
50, 42, 8, 6, 2
50, 43, 8, 5, 3
50, 44, 8, 5, 3
50, 45, 8, 6, 2
50, 46, 8, 7, 1
50, 47, 8, 7, 1
50, 48, 8, 7, 1
50, 49, 8, 7, 1
50, 50, 8, 8, 0
51, 0, 9, 2, 7
51, 1, 9, 3, 6
51, 2, 9, 4, 5
51, 3, 9, 5, 4
51, 4, 9, 6, 3
51, 5, 9, 7, 2
51, 6, 9, 8, 1
51, 7, 9, 9, 0
51, 8, 9, 10, 1
51, 9, 9, 4, 5
51, 10, 9, 5, 4
51, 11, 9, 6, 3
51, 12, 9, 7, 2
51, 13, 9, 8, 1
51, 14, 9, 9, 0
51, 15, 9, 10, 1
51, 16, 9, 6, 3
51, 17, 9, 7, 2
51, 18, 9, 8, 1
51, 19, 9, 9, 0
51, 20, 9, 10, 1
51, 21, 9, 8, 1
51, 22, 9, 9, 0
51, 23, 9, 10, 1
51, 24, 9, 10, 1
51, 25, 9, 5, 4
51, 26, 9, 6, 3
51, 27, 9, 7, 2
51, 28, 9, 5, 4
51, 29, 9, 6, 3
51, 30, 9, 7, 2
51, 31, 9, 6, 3
51, 32, 9, 6, 3
51, 33, 9, 7, 2
51, 34, 9, 7, 2
51, 35, 9, 7, 2
51, 36, 9, 9, 0
51, 37, 9, 9, 0
51, 38, 9, 3, 6
51, 39, 9, 4, 5
51, 40, 9, 5, 4
51, 41, 9, 6, 3
51, 42, 9, 6, 3
51, 43, 9, 5, 4
51, 44, 9, 5, 4
51, 45, 9, 6, 3
51, 46, 9, 7, 2
51, 47, 9, 7, 2
51, 48, 9, 7, 2
51, 49, 9, 7, 2
51, 50, 9, 8, 1
51, 51, 9, 9, 0
52, 0, 9, 2, 7
52, 1, 9, 3, 6
52, 2, 9, 4, 5
52, 3, 9, 5, 4
52, 4, 9, 6, 3
52, 5, 9, 7, 2
52, 6, 9, 8, 1
52, 7, 9, 9, 0
52, 8, 9, 10, 1
52, 9, 9, 4, 5
52, 10, 9, 5, 4
52, 11, 9, 6, 3
52, 12, 9, 7, 2
52, 13, 9, 8, 1
52, 14, 9, 9, 0
52, 15, 9, 10, 1
52, 16, 9, 6, 3
52, 17, 9, 7, 2
52, 18, 9, 8, 1
52, 19, 9, 9, 0
52, 20, 9, 10, 1
52, 21, 9, 8, 1
52, 22, 9, 9, 0
52, 23, 9, 10, 1
52, 24, 9, 10, 1
52, 25, 9, 5, 4
52, 26, 9, 6, 3
52, 27, 9, 7, 2
52, 28, 9, 5, 4
52, 29, 9, 6, 3
52, 30, 9, 7, 2
52, 31, 9, 6, 3
52, 32, 9, 6, 3
52, 33, 9, 7, 2
52, 34, 9, 7, 2
52, 35, 9, 7, 2
52, 36, 9, 9, 0
52, 37, 9, 9, 0
52, 38, 9, 3, 6
52, 39, 9, 4, 5
52, 40, 9, 5, 4
52, 41, 9, 6, 3
52, 42, 9, 6, 3
52, 43, 9, 5, 4
52, 44, 9, 5, 4
52, 45, 9, 6, 3
52, 46, 9, 7, 2
52, 47, 9, 7, 2
52, 48, 9, 7, 2
52, 49, 9, 7, 2
52, 50, 9, 8, 1
52, 51, 9, 9, 0
52, 52, 9, 9, 0
53, 0, 9, 2, 7
53, 1, 9, 3, 6
53, 2, 9, 4, 5
53, 3, 9, 5, 4
53, 4, 9, 6, 3
53, 5, 9, 7, 2
53, 6, 9, 8, 1
53, 7, 9, 9, 0
53, 8, 9, 10, 1
53, 9, 9, 4, 5
53, 10, 9, 5, 4
53, 11, 9, 6, 3
53, 12, 9, 7, 2
53, 13, 9, 8, 1
53, 14, 9, 9, 0
53, 15, 9, 10, 1
53, 16, 9, 6, 3
53, 17, 9, 7, 2
53, 18, 9, 8, 1
53, 19, 9, 9, 0
53, 20, 9, 10, 1
53, 21, 9, 8, 1
53, 22, 9, 9, 0
53, 23, 9, 10, 1
53, 24, 9, 10, 1
53, 25, 9, 5, 4
53, 26, 9, 6, 3
53, 27, 9, 7, 2
53, 28, 9, 5, 4
53, 29, 9, 6, 3
53, 30, 9, 7, 2
53, 31, 9, 6, 3
53, 32, 9, 6, 3
53, 33, 9, 7, 2
53, 34, 9, 7, 2
53, 35, 9, 7, 2
53, 36, 9, 9, 0
53, 37, 9, 9, 0
53, 38, 9, 3, 6
53, 39, 9, 4, 5
53, 40, 9, 5, 4
53, 41, 9, 6, 3
53, 42, 9, 6, 3
53, 43, 9, 5, 4
53, 44, 9, 5, 4
53, 45, 9, 6, 3
53, 46, 9, 7, 2
53, 47, 9, 7, 2
53, 48, 9, 7, 2
53, 49, 9, 7, 2
53, 50, 9, 8, 1
53, 51, 9, 9, 0
53, 52, 9, 9, 0
53, 53, 9, 9, 0
54, 0, 9, 2, 7
54, 1, 9, 3, 6
54, 2, 9, 4, 5
54, 3, 9, 5, 4
54, 4, 9, 6, 3
54, 5, 9, 7, 2
54, 6, 9, 8, 1
54, 7, 9, 9, 0
54, 8, 9, 10, 1
54, 9, 9, 4, 5
54, 10, 9, 5, 4
54, 11, 9, 6, 3
54, 12, 9, 7, 2
54, 13, 9, 8, 1
54, 14, 9, 9, 0
54, 15, 9, 10, 1
54, 16, 9, 6, 3
54, 17, 9, 7, 2
54, 18, 9, 8, 1
54, 19, 9, 9, 0
54, 20, 9, 10, 1
54, 21, 9, 8, 1
54, 22, 9, 9, 0
54, 23, 9, 10, 1
54, 24, 9, 10, 1
54, 25, 9, 5, 4
54, 26, 9, 6, 3
54, 27, 9, 7, 2
54, 28, 9, 5, 4
54, 29, 9, 6, 3
54, 30, 9, 7, 2
54, 31, 9, 6, 3
54, 32, 9, 6, 3
54, 33, 9, 7, 2
54, 34, 9, 7, 2
54, 35, 9, 7, 2
54, 36, 9, 9, 0
54, 37, 9, 9, 0
54, 38, 9, 3, 6
54, 39, 9, 4, 5
54, 40, 9, 5, 4
54, 41, 9, 6, 3
54, 42, 9, 6, 3
54, 43, 9, 5, 4
54, 44, 9, 5, 4
54, 45, 9, 6, 3
54, 46, 9, 7, 2
54, 47, 9, 7, 2
54, 48, 9, 7, 2
54, 49, 9, 7, 2
54, 50, 9, 8, 1
54, 51, 9, 9, 0
54, 52, 9, 9, 0
54, 53, 9, 9, 0
54, 54, 9, 9, 0
